USER     PID   PPID  VSIZE  RSS     WCHAN    PC        NAME
root      1     0     9244   612   ffffffff 00000000 S /init
root      2     0     0      0     ffffffff 00000000 S kthreadd
root      3     2     0      0     ffffffff 00000000 S ksoftirqd/0
root      5     2     0      0     ffffffff 00000000 S kworker/u:0
root      6     2     0      0     ffffffff 00000000 S migration/0
root      7     2     0      0     ffffffff 00000000 S watchdog/0
root      8     2     0      0     ffffffff 00000000 S migration/1
root      10    2     0      0     ffffffff 00000000 S ksoftirqd/1
root      11    2     0      0     ffffffff 00000000 S watchdog/1
root      12    2     0      0     ffffffff 00000000 S migration/2
root      13    2     0      0     ffffffff 00000000 S kworker/2:0
root      14    2     0      0     ffffffff 00000000 S ksoftirqd/2
root      15    2     0      0     ffffffff 00000000 S watchdog/2
root      16    2     0      0     ffffffff 00000000 S migration/3
root      18    2     0      0     ffffffff 00000000 S ksoftirqd/3
root      19    2     0      0     ffffffff 00000000 S watchdog/3
root      20    2     0      0     ffffffff 00000000 S khelper
root      380   2     0      0     ffffffff 00000000 S sync_supers
root      382   2     0      0     ffffffff 00000000 S bdi-default
root      384   2     0      0     ffffffff 00000000 S kblockd
root      402   2     0      0     ffffffff 00000000 S spi1
root      427   2     0      0     ffffffff 00000000 S irq/310-sec-pmi
root      458   2     0      0     ffffffff 00000000 S irq/307-rt5033
root      499   2     0      0     ffffffff 00000000 S rt5033chg_workq
root      500   2     0      0     ffffffff 00000000 S kworker/0:1
root      502   2     0      0     ffffffff 00000000 S kworker/1:1
root      520   2     0      0     ffffffff 00000000 S cfg80211
root      550   2     0      0     ffffffff 00000000 S khungtaskd
root      551   2     0      0     ffffffff 00000000 S kswapd0
root      598   2     0      0     ffffffff 00000000 S fsnotify_mark
root      619   2     0      0     ffffffff 00000000 S ecryptfs-kthrea
root      625   2     0      0     ffffffff 00000000 S crypto
root      647   2     0      0     ffffffff 00000000 S s3c-fb
root      648   2     0      0     ffffffff 00000000 S s3c-fb-vsync
root      736   2     0      0     ffffffff 00000000 S mali_dvfs
root      790   2     0      0     ffffffff 00000000 S irq/331-sm5502-
root      800   2     0      0     ffffffff 00000000 S kworker/u:2
root      802   2     0      0     ffffffff 00000000 S irq/318-wm8994
root      807   2     0      0     ffffffff 00000000 S irq/319-sec-nfc
root      831   2     0      0     ffffffff 00000000 S mtp_read_send
root      839   2     0      0     ffffffff 00000000 S file-storage
root      846   2     0      0     ffffffff 00000000 S uether
root      852   2     0      0     ffffffff 00000000 S irq/309-abov-to
root      857   2     0      0     ffffffff 00000000 S irq/333-3-0024
root      882   2     0      0     ffffffff 00000000 S fimc0_irq_wq
root      883   2     0      0     ffffffff 00000000 S fimc1_irq_wq
root      884   2     0      0     ffffffff 00000000 S fimc2_irq_wq
root      885   2     0      0     ffffffff 00000000 S fimc3_irq_wq
root      905   2     0      0     ffffffff 00000000 S kfimg2dd
root      908   2     0      0     ffffffff 00000000 S s5p_mfc/sched
root      909   2     0      0     ffffffff 00000000 S irq/134-s5p-mfc
root      914   2     0      0     ffffffff 00000000 S s5p_mfc/watchdo
root      925   2     0      0     ffffffff 00000000 S fimc-is/early_w
root      927   2     0      0     ffffffff 00000000 S fimc-is/early_w
root      944   2     0      0     ffffffff 00000000 S cfinteractive
root      945   2     0      0     ffffffff 00000000 D thread_hotplug_
root      947   2     0      0     ffffffff 00000000 S dw-mci-card
root      949   2     0      0     ffffffff 00000000 S dw-mci-card
root      951   2     0      0     ffffffff 00000000 S dw-mci-card
root      974   2     0      0     ffffffff 00000000 S mmcqd/0
root      975   2     0      0     ffffffff 00000000 S mmcqd/0boot0
root      976   2     0      0     ffffffff 00000000 S mmcqd/0boot1
root      1004  2     0      0     ffffffff 00000000 S irq/328-inv_irq
root      1010  2     0      0     ffffffff 00000000 S binder
root      1022  2     0      0     ffffffff 00000000 S irq/323-fuelgau
root      1024  2     0      0     ffffffff 00000000 S mc_fastcall
root      1033  2     0      0     ffffffff 00000000 S mmcqd/2
root      1039  2     0      0     ffffffff 00000000 S irq/327-proximi
root      1040  2     0      0     ffffffff 00000000 S cm36686_prox_wq
root      1043  2     0      0     ffffffff 00000000 S cm36686_light_w
root      1049  2     0      0     ffffffff 00000000 S adpd142_wq
root      1062  2     0      0     ffffffff 00000000 S vfsspi_debug_wq
root      1109  2     0      0     ffffffff 00000000 S kworker/0:3
